id,name,birth_date,death_date,city
Q55761,Irena Kwiatkowska,1912,2011,Varsovia | Варшава | Warszawa | Varsovia | Varşava | ورشو | Варшава | Warsawa | Warsaw | Warso | Warsaw | Warszawa | ওয়ারশ | ཝར་སོ། | Varsovia | Varšava | Варшава | Varsòvia | Warszawa | Huà-să | Warszawa | Warszawa | وارشۆ | Varsavia | Varşava | Varşava | Warszawa | Варшава | Варшава | Warszawa | Warszawa | Warşowa | Waršawa | Warsaw | Βαρσοβία | Varsàvia | Varsovio | Varssavi | Varsovia | Varsóvia | Warsaw | Varsova | Warszawa | Warszawa | Varsovie | Warschau | Varsavie | Warsjau | Vársá | Varşava | Varsovia | Varsavia | Warszawa | Varsovie | Warschau | Varšava | Varšava | Warsaw | വാഴ്സ | ורשה | ワルシャワ | Warschau | ਵਾਰਸਾ | Варшава | 华沙 | Varsó | Վարշավա | وارسو | Warsaw | Варшава | وارسا | Варшава | Варшава | وارسو | Warsaw | Warsaw | Warsaw | ورشو | Варшава | Варшава | Warschau | Warschau | Warschau | Warschau | Warschau | Warschau | Warschau | Warschau | Варшава | Warsawa | Варшавэ | Warskou | ዋርሶው | Varsovia | Warsaw | ܘܐܪܣܘ | وارسو | Warsaw | Varsovia | Varsóvia | Warsaw | વૉરસો | Warszawa | Warszawa | Fà-sâ | वारसॉ | Warsaw | Varšava | Waršawa | Vasovi | Վարշաւա | Varsovia | Warsawa | Warszawa | Warszawa | Warsaw | Warszawa | Varsjá | Warsaa | Warsawa | ვარშავა | Varshava | Waṛsu | Варшавэ | Farsoovii | Warszawa | Варшава | Варшава | Warszawa | ವಾರ್ಸಾ | 바르샤바 | 와르샤와 | Варшава | Warşova | Варшава | Warszawa | Варшава | Varsovia | Varsovia | Warszawa | Warszawa | Varsavvia | Varsavia | Warsaw | ورشو | Varšuva | Varšova | Varšava | 華沙 | वारसॉ | Варшава | Varsôvia | Варшаве | Pakangakite | Warsawa | Варшава | Варшав | Варшовия | वर्झावा | Варшава | Warsaw | Varsavja | Warszawa | ဝါဆောမြို့ | Варшава ош | ورشو | Warsaw | Varsovia | Warszawa | Varsavia | Warszawa | वार्सा | वार्सः | Warszawa | Varsava | Varsovie | Warszawa | Tóigohí | Warsaw | Varsòvia | Varšavu | Warszawa | ୱାରସ | Варшавæ | Barsobya | Varsovia | Varsovie | Woarschau | Worsaaw | Varsavia | وارسا | وارسا | Varsóvia | Varsóvia | Warszawa | Varsovia | Warsaw | Warszawa | Varșovia | Варшава | Varshava | Warszawa | वार्सा | Варшава | ᱣᱟᱨᱥᱳ | Varsavia | Varsavia | وارسا | Warszawa | Warsaw | Varšova | Varšava | වර්සව් | Varšava | Varsova | Warsaw | Varshava | Варшава | Варшава | Warsaw | Warschau | Warsawa | Warszawa | Warshawa | ꠅꠣꠞꠍꠅ ꠘꠉꠞ | Warszawa | Huwasa 華沙 | வார்சா | వార్సా | Varsóvia | Варшава | Варшава | วอร์ซอ | ዋርሳው | Warşawa | Warsaw | Varšava | Warsaw | ma tomo Wasawa | Woso | Varşova | Варшава | Warszawa | Warszawa | Patava | Варшава | Warshawa | Varshava | Warszawa | Varsavia | Varšav | Warszawa | Warszawa | Varssavi | Warsovya | Warsaw | 瓦萨瓦 | Warszawa | ვარშავა | ווארשע | Warsaw | 華沙 | Warschau | 华沙 | 华沙 | 華沙 | 華沙 | 華沙 | 华沙 | 华沙 | 華沙 | IWarshawa | وارسو | varcavas
Q55789,Jan Twardowski,1915,2006,Varsovia | Варшава | Warszawa | Varsovia | Varşava | ورشو | Варшава | Warsawa | Warsaw | Warso | Warsaw | Warszawa | ওয়ারশ | ཝར་སོ། | Varsovia | Varšava | Варшава | Varsòvia | Warszawa | Huà-să | Warszawa | Warszawa | وارشۆ | Varsavia | Varşava | Varşava | Warszawa | Варшава | Варшава | Warszawa | Warszawa | Warşowa | Waršawa | Warsaw | Βαρσοβία | Varsàvia | Varsovio | Varssavi | Varsovia | Varsóvia | Warsaw | Varsova | Warszawa | Warszawa | Varsovie | Warschau | Varsavie | Warsjau | Vársá | Varşava | Varsovia | Varsavia | Warszawa | Varsovie | Warschau | Varšava | Varšava | Warsaw | വാഴ്സ | ורשה | ワルシャワ | Warschau | ਵਾਰਸਾ | Варшава | 华沙 | Varsó | Վարշավա | وارسو | Warsaw | Варшава | وارسا | Варшава | Варшава | وارسو | Warsaw | Warsaw | Warsaw | ورشو | Варшава | Варшава | Warschau | Warschau | Warschau | Warschau | Warschau | Warschau | Warschau | Warschau | Варшава | Warsawa | Варшавэ | Warskou | ዋርሶው | Varsovia | Warsaw | ܘܐܪܣܘ | وارسو | Warsaw | Varsovia | Varsóvia | Warsaw | વૉરસો | Warszawa | Warszawa | Fà-sâ | वारसॉ | Warsaw | Varšava | Waršawa | Vasovi | Վարշաւա | Varsovia | Warsawa | Warszawa | Warszawa | Warsaw | Warszawa | Varsjá | Warsaa | Warsawa | ვარშავა | Varshava | Waṛsu | Варшавэ | Farsoovii | Warszawa | Варшава | Варшава | Warszawa | ವಾರ್ಸಾ | 바르샤바 | 와르샤와 | Варшава | Warşova | Варшава | Warszawa | Варшава | Varsovia | Varsovia | Warszawa | Warszawa | Varsavvia | Varsavia | Warsaw | ورشو | Varšuva | Varšova | Varšava | 華沙 | वारसॉ | Варшава | Varsôvia | Варшаве | Pakangakite | Warsawa | Варшава | Варшав | Варшовия | वर्झावा | Варшава | Warsaw | Varsavja | Warszawa | ဝါဆောမြို့ | Варшава ош | ورشو | Warsaw | Varsovia | Warszawa | Varsavia | Warszawa | वार्सा | वार्सः | Warszawa | Varsava | Varsovie | Warszawa | Tóigohí | Warsaw | Varsòvia | Varšavu | Warszawa | ୱାରସ | Варшавæ | Barsobya | Varsovia | Varsovie | Woarschau | Worsaaw | Varsavia | وارسا | وارسا | Varsóvia | Varsóvia | Warszawa | Varsovia | Warsaw | Warszawa | Varșovia | Варшава | Varshava | Warszawa | वार्सा | Варшава | ᱣᱟᱨᱥᱳ | Varsavia | Varsavia | وارسا | Warszawa | Warsaw | Varšova | Varšava | වර්සව් | Varšava | Varsova | Warsaw | Varshava | Варшава | Варшава | Warsaw | Warschau | Warsawa | Warszawa | Warshawa | ꠅꠣꠞꠍꠅ ꠘꠉꠞ | Warszawa | Huwasa 華沙 | வார்சா | వార్సా | Varsóvia | Варшава | Варшава | วอร์ซอ | ዋርሳው | Warşawa | Warsaw | Varšava | Warsaw | ma tomo Wasawa | Woso | Varşova | Варшава | Warszawa | Warszawa | Patava | Варшава | Warshawa | Varshava | Warszawa | Varsavia | Varšav | Warszawa | Warszawa | Varssavi | Warsovya | Warsaw | 瓦萨瓦 | Warszawa | ვარშავა | ווארשע | Warsaw | 華沙 | Warschau | 华沙 | 华沙 | 華沙 | 華沙 | 華沙 | 华沙 | 华沙 | 華沙 | IWarshawa | وارسو | varcavas
Q55797,Mariele Ventre,1939,1995,Bologna | Bononia | Bologna | בולוניה | Bolonha | Bologne | Bologna | Bolonha | ボローニャ | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Μπολόνια | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Болонья | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Bologna | Балоння | Балёньня | Болоня | Bolonia | Болоња | Болонья | Болоња | Bolonija | Boloņa | โบโลญญา | Болонья | ቦሎኛ | Bolonia | بولونيا | بولونيا | Boloña | Boloniya | بولونیا | বোলোনিয়া | Bolonya | Болонья | Bolonia | بۆلۆنیا | Bulogna | Болонья | Bolonya | Bulåggna | Bolonjo | Bolonia | Boloña | بولونیا | Bologne | Boloña | Mbolóña | બોલોગ્ના | बोलोना | Բոլոնիա | Պոլոնիա | Bolonia | ბოლონია | Болонья | Болонья | ಬೊಲೋನಾ | 볼로냐 | Bolonya | Болонья | Болонья шаары | Bologna | Poronga | बोलोन्या | Bolonja | ဘိုလိုညာ | بولونیا | Bolonha | Болонья | Bolonne | Bolonia | Bològna | بولونا | Bologne | Болонья | बोलोन्या | Bulogna | බොලොග්නා | Bologna | Bologna | Bolonja | பொலோஞா | బోలోన్య | Болоня | Болоня | Болонья | بلونیا | Bolonya | Bułogna | 博洛尼亚 | ბოლონია | 博洛尼亞 | 博洛尼亞 | 博洛尼亚 | 博洛尼亚 | 波隆那 | 博洛尼亞 | 波隆那
Q50187,César Franck,1822,1890,Liegi | Leodium | Liège | Lüttich | Lüttich | Lüttich | Luik | Liège | Luik | Льеж | Льеж | Лиеж | লিয়েজ | Liège | Lutych | Льеж | Liège | Liège | Λιέγη | Liège | Liège | Lieĝo | Luik | લીજ | לייז' | लीज | Liège | Liège | Լիեժ | Liège | ಲೀಜ್ | 리에주 | Luuk | Ljēža | Лиеж | लीज | Liège | Liège | Liège | Liège | Льеж | Liège | Liège | லியேஜ் | Liège | Льєж | Liège | Luuk | Liège | Liège | Liège | Lieja | 列日 | Liège | Liège | لييج | Liège | Lidje | Lidje | Lidje | Lièja | Liegi | Léck | リエージュ | Lieja | Lēodic | لييج | Liexa | Lyej | Льеж | Liège | Liège | Льеж | Liège | Lieja | لیژ | Lüttich | Liexa | Լիեժ | Liège | Liège | Liège | ლიეჟი | Льеж | Lück (Stadt) | Льеж | Liegi | Lježas | Liège | Liège | Liège | လိဂျမြို့ | Liège | Liège | Льеж | Liège | لیج | Sùguru | Liège | Liège | Liège | ලේයිගේ | Liège | Liège | Liège | Liège | Лијеж | Liège | Liège | లీజ్ | ลีแยฌ | Льеж | لییجی | Lyej | Liege | L'jež | 列日 | ליעזש | 列日 | Luuk (gemeênte) | 列日 | 列日 | 列日 | 列日 | 列日 | 列日 | 列日 | 列日
Q50656,Zacharie Astruc,1833,1907,انجيه | آنژو | Анжэ | Анжэ | Анже | অঁজে | Añje | Anje | Анже | Angers | Ανζέ | آنژه | એન્જર્સ | אנז'ה | एन्जर्स | Անժե | ანჟე | ಅಂಗೆರ್ಸ್ | 앙제 | Andecavis | Angers | Anžė | Anžē | Анжэ | अँजी | Анже | آنژو | ߊ߲ߗ߭ߍߙߛ | Angieus | Анже | اینگرز | Ανζέ | ඇන්ගර්ස් | ஆஞ்சர்ஸ் | ఏంజర్స్ | อ็องเฌ | آنژہ | 昂热 | 晏耶 | 昂傑 | 昂熱 | 昂热 | 昂热 | Angers | Angers | Angers | Angers | Angers | Анже | Анже | 昂热 | 昂热 | 昂热 | 昂熱 | 昂熱 | Angers | Angers | アンジェ | Анже | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Angers | Anje | Anje | Anje | Anje | Анже | Анже | Анже | አንዤ | أنجيه
Q55939,Harry Johnston,1919,1973,Manchester | Manchester | Manchester | മാഞ്ചസ്റ്റർ | Manchester | مانشستر | مانشستر | Manchester | Манчестер | Manchester | Manchester | Manchester | منچستر | Manchester | Manchester | Manchester | Manchester | Manchester | Manchester | Manchester | Manchester | Manchester | Манчестер | Манчестер | Manchester | Манчестер | مانچسٹر | Manchester | 曼彻斯特 | 曼彻斯特 | 曼彻斯特 | 曼徹斯特 | Manĉestro | منچستر | マンチェスター | Manchester | Manchester | Манчестър | Manchester | Manchester | ማንችስተር | Manchester | Mameceaster | Mançester | منچستر | Манчестер | Manchester | Манчэстэр | Манчэстэр | ম্যানচেস্টার | Manchester | Manchester | مەنچستر | Manceinion | Manchester | Μάντσεστερ | Manchester | Mánchester | Manchester | Manchester | Manchester | Manchester | Manchain | Manchester | Manchester | માન્ચેસ્ટર | Manchuin | Manchester | Manchester | מנצ'סטר | मैन्चेस्टर | Manchester | Մանչեսթեր | Manchester (Anglaterra) | Manchester | Manchester | მანჩესტერი | Манчестер | មែនឈេសទ័រ | ಮ್ಯಾಂಚೆಸ್ಟರ್ | Manchester | 맨체스터 | مانچِسٹَر | Manchester | Manchester | Манчестер | Mancunium | Manchester | Mančesteris | Mančestra | म्यानचेस्टर | Манчэстэр | Manchester | Манчестер | Манчестер | ꯃꯥꯟꯆꯦꯁ꯭ꯇꯔ | मँचेस्टर | Manchester | منچيستر | Manchester | မန်ချက်စတာမြို့ | Manchester | Mesjester | म्यानचेस्टर | Manchester | Manchêtre | Manchester | Манчестер | ਮਾਨਚੈਸਟਰ | Manchester | مانچسٹر | Manchester | මැන්චෙස්ටර් | Mançester | Манчестер | Manchester | Manchester | மான்செஸ்டர் | మాంచెస్టర్ | Манчестер | แมนเชสเตอร์ | Manchester | Mançester | Mançester | Манчестер | Manchester | Manchéstér | Mančester | 曼彻斯特 | მანჩესთერი | מאנטשעסטער | 曼徹斯特 | Manchester | 曼徹斯特 | 曼徹斯特
Q67034,Max Berg,1870,1947,Stettino | Szczecin | Stettin | Szczecin | Štětín | Szczecin | Szczecin | Szczecin | Szczecin | Szczecin | Szczecin | Szczecin | シュチェチン | 什切青 | Szczecin | Szczecin | Stettin | Stettin | Stettin | Stettin | Stettin | Stettin | Stettin | Stettin | Stettin | Stettin | Stettin | Szczecin | ሽጨቺን | شتشيتشين | شتتين | Szczecin | Szczecin | Şetsin | شچچین | Szczecin | Шчэцін | Шчэцін | Шчечин | স্টাজিন | Szczecin | Szczecin | Щецин | شچێچین | Şçetsin | Şçetsin | Szczecëno | Szczecin | Szczecin | Szczecin | Στσέτσιν | Szczecin | Szczecin | Szczecin | Szczecin | Szczecin | شچچین | Szczecin | Szczecin | શ્ટેચિન | Szczecin | Sṳ̍p-chhiet-chhiâng | שצ'צ'ין | श्टेटीन | Szczecin | Šćećin | Շչեցին | Szczecin | Szczecin | Szczecin | Szczecin | Szczecin | შჩეცინი | Щецин | Szczecin | ಸ್ಟೆಟ್ಟಿನ್ | 슈체친 | Stettinum | Szczecin | Stetin | Ščecinas | Ščecina | Щечин | Щецин | Szczecin | Шчеќин | Шчецин | Шчецин | श्टेचिन | Szczecin | Szczecin | Щецин ош | Szczecin | Szczecin | Szczecin | Szczecin | Szczecin | Estettin | Szczecin | Щецин | ششیچن | شچېچېن | Estetino | Estetino | Szczecin | Szczecin | Щецин | Щецин | Szczecin | Szczecin | Szczecin | Шчећин | සෙසින් | Štetín | Szczecin | Szczecin | Шчећин | Szczecin | Szczecin | Sztetin | ஸ்செசின் | స్జేచిన్ | Szczecin | Штеттин | ชแชตชิน | Szczecin | ma tomo Sesin | Szczecin | Щецин | Шӵечин | Shchétsin | Щецин | شٹیچین | Shchetsin | Stetin | Ščecin | Szczecin | Szczecin | Szczecin | 什切青 | შჩეცინი | שטעטין | 舒車前 | 什切青 | 什切青 | 什切青
Q67149,Karl Morgenstern,1770,1852,Magdeburgo | Magdeburg | മാഗ്ഡെബുർഗ് | Magdeburg | Магдебург | Dźěwin | Магдэбург | Magdeburk | دورتموند | Magdeburg | Magdeburg | Magdeburg | Магдебург | Магдебург | Магдебург | Մագդեբուրգ | Magdebuag | Магдебург | Magdeburg | Maagdenburg | ማክደቡርክ | Magdeburgo | Mihtiġburg | مغدبورغ | ماجدبورج | Magdeburgu | Maqdeburq | Магдебург | Magdeburg | Магдэбург | ম্যাগডেবার্গ | Magdeburg | Magdeburg | Магдебург | Landeshauptstadt Magdeburg | ماگدێبورگ | Магдебург | Magdeburg | Magdeburg | Magdeburg | Magdeburg | Μαγδεμβούργο | Magdeburgo | Magdeburgo | Magdeburg | Magdeburg | ماگدبورگ | Magdeburg | Magdeburg | Magdeburg | Magdebourg | Magdebörj | Magdeburg | Magdeburg | Magdeburgo | 𐌼𐌰𐌲𐌰𐌸𐍃𐌱𐌰𐌿𐍂𐌲𐍃 | મેગડેબર્ગ | Magdeburg | Magdeburg | Makekepuka | מגדבורג | मागदेबुर्ग | Magdeburg | Magdeburg | Magdeburg | Magdeburg | Magdeburg | Magdeburg | Magdeburg | マクデブルク | Kebon Raja Magdeburg | მაგდებურგი | Магдебург | ಮ್ಯಾಗ್ದೆಬರ್ಗ್ | 마그데부르크 | Magdeburg | Магдебург | Magdeburg | Магдебeрг | Magdeburgum | Magdeburg | Magdebürgu | Magdeburg | Magdeburgh | Magdeburgas | Magdeburga | Магдэбург | Magdeburg | Магдебург | माक्देबुर्ग | Magdeburg | Magdeburg | Magdeburg | Magdeburg | Magdeburg | Meideborg | मेगडेबर्ग | Magdeburg | Magdeburg | Magdeborg | Магдебург | Magdeborgh | مگڈیبرگ | Magdeburgo | Magdeburgo | Magdeburg | Magdeburg | Маґдебурґ | Magdeburg | Magdeburg | Magdeburg | මැඩබර්ග් | Magdeburg | Magdeburg | Magdeburgu | Магдебург | Magdeburg | Magdeburg | Magdeburg | Magdeburg | மாக்டெபர்க் | మగ్డెబర్గ్ | มัคเดอบวร์ค | Magdeburg | Magdeburg | Magdeburg | ماجدیبورج | Magdeburg | Magdeburgo | Magdeburg | Magdeburg | Magdeburg | Magdeburg | 马格德堡 | მაგდებურგი | מאגדעבורג | Magdeburg | 麥德堡 | Magdeburg | 马格德堡 | 马格德堡 | 马格德堡 | 馬格德堡 | 馬德堡 | 馬德堡 | 马格德堡 | 马格德堡 | 馬德堡
Q66904,Carl Gravenhorst,1777,1857,Brunswick | Braunschweig | Brunswick | Brunswick | Brunswick | Braunschweig | Braunschweig | Брауншвейг | Braunschweig | Braunschweig | Broenswiek | Braunschweig | براونشوایگ | Braunšveigas | Brunszwik | Brunswick | Brunswick | Brunsvicum | Brunswick | Brunsvigo | 不伦瑞克 | Brunswick | 不伦瑞克 | Brunswyk | Braunschweig | براونشفايغ | براونشفايج | Braunschweig | Braunşveyq | براونشوایق | Braunschweig | Браўншвайг | Браўншвайг | Брауншвайг | ব্রঞ্চউইগ | Brunsvic | Брауншвейг | Braunschweig (kapital sa distrito) | براونشڤایگ | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Μπράουνσβαϊγκ | Braunschweig | Brunswick | Braunschweig | Braunschweig | Braunschweig | Brunswyk | Braunschweig | Braunschweig | બ્રૌન્ચવેગ | Braunschweig | Braunschweig | בראונשווייג | ब्रंजविक | Braunschweig | Brunšwik | Braunschweig | Բրաունշվայգ | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Brúnsvík | ブラウンシュヴァイク | Braunschweig | ბრაუნშვაიგი | Брауншвейг | ಬ್ರಾನ್ಜ್ವಿಕ್ | 브라운슈바이크 | Braunschweig | Брауншвейг | Braunschweig | Braunšveiga | Брауншвэйг | Braunschweig | Брауншвајг | Брауншвайг | ब्राउनश्वाइग | Braunschweig | Brunswick | Braunschweig | Bronswiek | Braunschweig | Brunswick | Брауншвейг | Brunsvique | Brunsvique | Braunschweig | Braunschweig | Braunschweig | බ්රෝන්ෂ්විග් | Braunschweig | Braunschweig | Braunshvajgi | Брауншвајг | Braunschweig | Braunschweig | Braunschweig | பிரான்ஷ்விக் | బ్రౌన్ స్వైగ్ | Брауншвейг | เบราน์ชไวค์ | Брауншвейг | Braunschweig | Braunshwéyg | Брауншвейг | برانشویگ | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Braunschweig | 不伦瑞克 | ברוינשווייג | 布倫瑞克 | 不伦瑞克 | 不倫瑞克 | 賓士域 | 布倫瑞克
Q67124,Johann Anton Weinmann,1782,1858,Würzburg | Würzburg | Вюрцбург | Würzburg | Würzburg | Würzburg | Wurzburgo | Würzburg | Würzburg | Վյուրցբուրգ | Würzburg | Вюрцбург | Würzburg | Вирцбург | Würzburg | Würzburg | Würzburg | Вюрцбург | Würzburg | Вюрцбург | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Würzburg | Wurtzbourg | Würzburg (kapital sa distrito nga gobyerno) | וירצבורג | فورتسبورغ | فورتسبورج | Wurzburgu | Vürtsburq | وورتسبورق | Wiazburg | Вюрцбург | Вюрцбург | উর্জবুর্গ | Вуьрцбург | ورزبورگ | Вюрцбург | Βύρτσμπουργκ | Vircburgo | وورتسبورگ | Würzbörj | વુર્ઝબર્ગ | वुर्जबर्ग | ヴュルツブルク | ვიურცბურგი | ವುರ್ಜ್ ಬರ್ಗ್ | 뷔르츠부르크 | Wûrzburg | Вюрцбург | Herbipolis | Würzburg | Viurcburgas | Vircburga | व्युर्झबुर्ग | Wurzburg | Wurzburg | Würzborg | Вюрцбург | ورزبرگ | Wurtzburgo | Wurtzburgo | Вӯрцбурґ | වර්ස්බර්ග් | Вирцбург | வர்ஸ்பர்க் | ఉర్జ్బర్గ్ | เวือทซ์บวร์ค | Вүрцбург | وزبرگ | 维尔茨堡 | 烏茲堡 | 维尔茨堡 | 维尔茨堡 | 维尔茨堡 | 符茲堡 | 維爾茨堡 | 維爾茨堡 | 维尔茨堡 | 维尔茨堡 | 符茲堡
Q66950,Rolf Dieter Brinkmann,1940,1975,Vechta | Vechta | Vechta | Vechta | Фехта | Vechta | فشتا | فشتا | Vechta | فشتا | Фехта | Фехта | Vechta | Фехта | Vechta | Vechta | Vechta | Vechta | Vechta | Vechta | Vechta | Vechta | Vechta | Vechta | فشتا | Vechta | Vechta | Vechta | Vechta | Vechta | Vechta | フェヒタ | Фехта | Vechta | Фехта | Vechta | Фэхта | Vechta | Vechta | Vechte | Vechta | Vechta | Vechta | Vechta | Vechta | Vechta | Vechta | Фехта | Vechta | Vechta | Фехта | Vechta | Фехта | Vechta | Vechta | Vechta | Vechta | 费希塔 | 費希塔
Q58651,Hugo Sperrle,1885,1953,"ลูทวิชส์บวร์ค | Ludwigsburg | Лүдвигсбург | Ludwigsburg | Людвігсбург | لڈوگسبرگ | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | 路德维希堡 | 路德维希堡 | 路德維希堡 | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Louisbourg | Людвигсбург | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | لودفيغسبورغ | لودفيجسبورج | Ludwigsburg | Lüdviqsburq | لودویقزوبورق | Людвигсбург | Ludwigsburg | Ludwigsburg | Людвігсбург | Людвігсбург | Лудвигсбург | Ludwigsburg | Ludwigsburg | Луьдвигсбург | Ludwigsburg (kapital sa distrito) | لودڤیگسبۆرگ | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Λούντβιγκσμπουργκ | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | لودویگزوبورگ | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludisburg | לודוויגסבורג | Ludwigsburg | Լյուդվիգսբուրգ | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | ルートヴィヒスブルク | ლუდვიგსბურგი | Ludwigsburg | 루트비히스부르크 | Ludwigsburg | Ludovicoburgum | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Liudvigsburgas | Ludvigsburga | Ludwigsburg | Ludwigsburg | Лудвигсбург | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | लुड्विग्सबर्ग | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburgo | Ludwigsburgo | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg, Baden-Württemberg, Nemčija | Лудвигсбург | Ludwigsburg | Ludwigsburg | Ludwigsburg | Ludwigsburg | லட்விக்ஸ்பெர்க்"
Q58832,Johann Karl Wilhelm Illiger,1775,1813,Brunswick | Braunschweig | Brunswick | Brunswick | Brunswick | Braunschweig | Braunschweig | Брауншвейг | Braunschweig | Braunschweig | Broenswiek | Braunschweig | براونشوایگ | Braunšveigas | Brunszwik | Brunswick | Brunswick | Brunsvicum | Brunswick | Brunsvigo | 不伦瑞克 | Brunswick | 不伦瑞克 | Brunswyk | Braunschweig | براونشفايغ | براونشفايج | Braunschweig | Braunşveyq | براونشوایق | Braunschweig | Браўншвайг | Браўншвайг | Брауншвайг | ব্রঞ্চউইগ | Brunsvic | Брауншвейг | Braunschweig (kapital sa distrito) | براونشڤایگ | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Μπράουνσβαϊγκ | Braunschweig | Brunswick | Braunschweig | Braunschweig | Braunschweig | Brunswyk | Braunschweig | Braunschweig | બ્રૌન્ચવેગ | Braunschweig | Braunschweig | בראונשווייג | ब्रंजविक | Braunschweig | Brunšwik | Braunschweig | Բրաունշվայգ | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Brúnsvík | ブラウンシュヴァイク | Braunschweig | ბრაუნშვაიგი | Брауншвейг | ಬ್ರಾನ್ಜ್ವಿಕ್ | 브라운슈바이크 | Braunschweig | Брауншвейг | Braunschweig | Braunšveiga | Брауншвэйг | Braunschweig | Брауншвајг | Брауншвайг | ब्राउनश्वाइग | Braunschweig | Brunswick | Braunschweig | Bronswiek | Braunschweig | Brunswick | Брауншвейг | Brunsvique | Brunsvique | Braunschweig | Braunschweig | Braunschweig | බ්රෝන්ෂ්විග් | Braunschweig | Braunschweig | Braunshvajgi | Брауншвајг | Braunschweig | Braunschweig | Braunschweig | பிரான்ஷ்விக் | బ్రౌన్ స్వైగ్ | Брауншвейг | เบราน์ชไวค์ | Брауншвейг | Braunschweig | Braunshwéyg | Брауншвейг | برانشویگ | Braunschweig | Braunschweig | Braunschweig | Braunschweig | Braunschweig | 不伦瑞克 | ברוינשווייג | 布倫瑞克 | 不伦瑞克 | 不倫瑞克 | 賓士域 | 布倫瑞克
